,num,mb_sex,mb_birth,mb_4,mb_6,태그-직장,태그-결혼여부
10503,19131,F,20000716,프리랜서,미혼,A04-07,A06-01
10504,19399,M,20000716,대학(원)생,미혼,A04-01,A06-01
10505,12443,M,20000717,기타,미혼,A04-00,A06-01
10506,26260,M,20000717,근로자,미혼,A04-03,A06-01
10507,26547,F,20000717,구직자,미혼,A04-02,A06-01
10508,11107,M,20000718,기타,미혼,A04-00,A06-01
10509,27139,M,20000718,대학(원)생,미혼,A04-01,A06-01
10510,5509,M,20000719,"근로자,기타",미혼,A04-03,A06-01
10511,17300,M,20000719,"대학(원)생,근로자",미혼,A04-01,A06-01
10512,18232,F,20000719,근로자,미혼,A04-03,A06-01
10513,22024,M,20000719,구직자,미혼,A04-02,A06-01
10514,27253,F,20000719,"대학(원)생,근로자",미혼,A04-01,A06-01
10515,6102,M,20000720,"구직자,근로자",미혼,A04-02,A06-01
10516,7200,F,20000720,구직자,미혼,A04-02,A06-01
10517,27698,F,20000720,프리랜서,미혼,A04-07,A06-01
10518,19757,M,20000721,대학(원)생,미혼,A04-01,A06-01
10519,21627,F,20000721,구직자,미혼,A04-02,A06-01
10520,25980,F,20000721,구직자,미혼,A04-02,A06-01
10521,27060,M,20000721,대학(원)생,미혼,A04-01,A06-01
10522,15490,M,20000722,대학(원)생,미혼,A04-01,A06-01
10523,17420,F,20000722,구직자,미혼,A04-02,A06-01
10524,12730,F,20000723,근로자,미혼,A04-03,A06-01
10525,15258,M,20000724,대학(원)생,미혼,A04-01,A06-01
10526,15748,F,20000724,기타,미혼,A04-00,A06-01
10527,17866,M,20000724,"대학(원)생,기타",미혼,A04-01,A06-01
10528,21576,F,20000724,"대학(원)생,근로자,예비창업자",미혼,A04-01,A06-01
10529,23825,F,20000724,"프리랜서,기타",미혼,A04-07,A06-01
10530,27089,M,20000724,대학(원)생,미혼,A04-01,A06-01
10531,15918,F,20000725,근로자,미혼,A04-03,A06-01
10532,22282,F,20000725,대학(원)생,미혼,A04-01,A06-01
10533,26080,M,20000725,False,기혼,A04-00,A06-02
10534,4653,M,20000726,근로자,미혼,A04-03,A06-01
10535,6781,M,20000726,근로자,미혼,A04-03,A06-01
10536,18600,F,20000726,대학(원)생,미혼,A04-01,A06-01
10537,27141,F,20000726,대학(원)생,미혼,A04-01,A06-01
10538,28349,M,20000726,기업인/소상공인,미혼,A04-05,A06-01
10539,9747,F,20000727,구직자,미혼,A04-02,A06-01
10540,11291,M,20000727,대학(원)생,미혼,A04-01,A06-01
10541,12063,M,20000727,구직자,미혼,A04-02,A06-01
10542,15472,F,20000727,근로자,미혼,A04-03,A06-01
10543,24715,M,20000727,"구직자,기타",미혼,A04-02,A06-01
10544,12521,F,20000728,근로자,미혼,A04-03,A06-01
10545,14880,F,20000728,대학(원)생,미혼,A04-01,A06-01
10546,23621,M,20000728,기타,,A04-00,A06-00
10547,26873,F,20000728,근로자,미혼,A04-03,A06-01
10548,5232,F,20000729,대학(원)생,미혼,A04-01,A06-01
10549,5275,F,20000729,구직자,미혼,A04-02,A06-01
10550,14595,F,20000729,근로자,미혼,A04-03,A06-01
10551,26184,F,20000729,"대학(원)생,근로자",미혼,A04-01,A06-01
10552,7706,F,20000730,대학(원)생,미혼,A04-01,A06-01
10553,24922,M,20000730,근로자,미혼,A04-03,A06-01
10554,27826,M,20000730,기타,미혼,A04-00,A06-01
10555,7427,M,20000731,근로자,미혼,A04-03,A06-01
10556,7536,M,20000731,대학(원)생,미혼,A04-01,A06-01
10557,9787,F,20000731,"대학(원)생,근로자",미혼,A04-01,A06-01
10558,16098,F,20000731,구직자,미혼,A04-02,A06-01
10559,16099,F,20000731,구직자,미혼,A04-02,A06-01
10560,16100,F,20000731,구직자,미혼,A04-02,A06-01
10561,18437,M,20000731,"근로자,예비창업자",미혼,A04-03,A06-01
10562,20772,M,20000731,대학(원)생,미혼,A04-01,A06-01
10563,24443,M,20000731,기타,미혼,A04-00,A06-01
10564,26970,M,20000731,기타,미혼,A04-00,A06-01
10565,27169,M,20000731,구직자,미혼,A04-02,A06-01
10566,6217,F,20000801,"근로자,프리랜서",미혼,A04-03,A06-01
10567,9811,F,20000801,근로자,미혼,A04-03,A06-01
10568,14095,M,20000801,구직자,미혼,A04-02,A06-01
10569,14273,F,20000801,대학(원)생,미혼,A04-01,A06-01
10570,19164,M,20000801,False,,A04-00,A06-00
10571,13053,M,20000802,대학(원)생,미혼,A04-01,A06-01
10572,13641,F,20000802,"구직자,근로자",미혼,A04-02,A06-01
10573,18305,F,20000802,기타,미혼,A04-00,A06-01
10574,22758,F,20000802,기타,미혼,A04-00,A06-01
10575,24691,M,20000802,기타,미혼,A04-00,A06-01
10576,15043,F,20000803,"대학(원)생,구직자,기타",미혼,A04-01,A06-01
10577,24410,M,20000803,기타,미혼,A04-00,A06-01
10578,13135,F,20000805,"대학(원)생,구직자,근로자,프리랜서,기타",미혼,A04-01,A06-01
10579,19243,F,20000805,근로자,미혼,A04-03,A06-01
10580,25619,F,20000805,구직자,미혼,A04-02,A06-01
10581,27098,M,20000805,기타,미혼,A04-00,A06-01
10582,21103,M,20000806,근로자,미혼,A04-03,A06-01
10583,22868,F,20000806,구직자,미혼,A04-02,A06-01
10584,22869,F,20000806,구직자,미혼,A04-02,A06-01
10585,23182,M,20000806,근로자,미혼,A04-03,A06-01
10586,13950,M,20000807,대학(원)생,미혼,A04-01,A06-01
10587,15109,F,20000807,"대학(원)생,근로자",미혼,A04-01,A06-01
10588,7548,F,20000808,구직자,미혼,A04-02,A06-01
10589,18726,F,20000808,False,,A04-00,A06-00
10590,21897,F,20000808,"구직자,근로자",미혼,A04-02,A06-01
10591,14137,M,20000809,구직자,미혼,A04-02,A06-01
10592,15509,M,20000809,근로자,미혼,A04-03,A06-01
10593,22168,M,20000809,"예비창업자,기타",미혼,A04-04,A06-01
10594,14407,M,20000810,근로자,미혼,A04-03,A06-01
10595,17616,M,20000810,대학(원)생,미혼,A04-01,A06-01
10596,19648,M,20000810,대학(원)생,미혼,A04-01,A06-01
10597,21597,M,20000810,기타,미혼,A04-00,A06-01
10598,26869,M,20000810,기타,미혼,A04-00,A06-01
10599,9190,M,20000812,프리랜서,미혼,A04-07,A06-01
10600,10062,M,20000812,"구직자,근로자",미혼,A04-02,A06-01
10601,13355,F,20000812,"대학(원)생,구직자",미혼,A04-01,A06-01
10602,15851,F,20000812,구직자,미혼,A04-02,A06-01
10603,18102,F,20000812,"대학(원)생,구직자",미혼,A04-01,A06-01
10604,20952,F,20000812,"구직자,근로자,기타",미혼,A04-02,A06-01
10605,22633,M,20000812,기타,미혼,A04-00,A06-01
10606,16058,M,20000813,기타,미혼,A04-00,A06-01
10607,15175,F,20000814,근로자,미혼,A04-03,A06-01
10608,20088,M,20000814,기타,미혼,A04-00,A06-01
10609,8727,M,20000815,False,,A04-00,A06-00
10610,11227,F,20000815,대학(원)생,미혼,A04-01,A06-01
10611,12467,F,20000815,기타,미혼,A04-00,A06-01
10612,15312,M,20000815,기타,미혼,A04-00,A06-01
10613,17195,F,20000815,기타,미혼,A04-00,A06-01
10614,13526,M,20000816,근로자,기혼,A04-03,A06-02
10615,22635,M,20000816,기타,미혼,A04-00,A06-01
10616,26085,F,20000816,기타,미혼,A04-00,A06-01
10617,15019,M,20000817,대학(원)생,미혼,A04-01,A06-01
10618,7500,M,20000818,근로자,미혼,A04-03,A06-01
10619,9221,M,20000818,근로자,미혼,A04-03,A06-01
10620,13939,M,20000818,구직자,미혼,A04-02,A06-01
10621,19834,F,20000818,프리랜서,미혼,A04-07,A06-01
10622,21686,F,20000818,기타,미혼,A04-00,A06-01
10623,23683,M,20000818,대학(원)생,미혼,A04-01,A06-01
10624,14887,M,20000820,기타,,A04-00,A06-00
10625,16128,F,20000821,False,,A04-00,A06-00
10626,16449,M,20000821,대학(원)생,미혼,A04-01,A06-01
10627,17761,M,20000821,구직자,미혼,A04-02,A06-01
10628,18829,F,20000821,기타,미혼,A04-00,A06-01
10629,21480,F,20000821,"대학(원)생,근로자",미혼,A04-01,A06-01
10630,12831,F,20000822,"구직자,프리랜서",미혼,A04-02,A06-01
10631,17354,M,20000822,대학(원)생,미혼,A04-01,A06-01
10632,19067,M,20000822,대학(원)생,미혼,A04-01,A06-01
10633,21810,M,20000822,근로자,미혼,A04-03,A06-01
10634,25033,F,20000822,구직자,미혼,A04-02,A06-01
10635,26017,M,20000822,대학(원)생,미혼,A04-01,A06-01
10636,4132,M,20000823,False,,A04-00,A06-00
10637,7991,F,20000823,대학(원)생,미혼,A04-01,A06-01
10638,11546,M,20000823,"대학(원)생,구직자,프리랜서,기타",미혼,A04-01,A06-01
10639,16252,F,20000823,기타,미혼,A04-00,A06-01
10640,19185,M,20000823,대학(원)생,미혼,A04-01,A06-01
10641,20238,M,20000823,근로자,미혼,A04-03,A06-01
10642,26923,F,20000823,기업인/소상공인,미혼,A04-05,A06-01
10643,27411,M,20000823,근로자,미혼,A04-03,A06-01
10644,7315,F,20000824,구직자,미혼,A04-02,A06-01
10645,9178,M,20000824,구직자,미혼,A04-02,A06-01
10646,10914,M,20000824,대학(원)생,미혼,A04-01,A06-01
10647,10971,F,20000824,구직자,미혼,A04-02,A06-01
10648,17657,F,20000824,"대학(원)생,근로자",미혼,A04-01,A06-01
10649,25349,M,20000824,"대학(원)생,구직자,근로자",미혼,A04-01,A06-01
10650,25914,M,20000824,기타,미혼,A04-00,A06-01
10651,7343,F,20000825,대학(원)생,미혼,A04-01,A06-01
10652,16947,M,20000825,근로자,미혼,A04-03,A06-01
10653,17939,F,20000825,기타,미혼,A04-00,A06-01
10654,21901,M,20000825,대학(원)생,미혼,A04-01,A06-01
10655,22622,F,20000825,구직자,미혼,A04-02,A06-01
10656,7277,M,20000826,근로자,미혼,A04-03,A06-01
10657,13655,F,20000826,대학(원)생,,A04-01,A06-00
10658,13656,F,20000826,대학(원)생,,A04-01,A06-00
10659,13657,F,20000826,대학(원)생,,A04-01,A06-00
10660,13658,F,20000826,대학(원)생,,A04-01,A06-00
10661,15562,F,20000826,대학(원)생,미혼,A04-01,A06-01
10662,12492,F,20000827,기타,미혼,A04-00,A06-01
10663,18104,M,20000827,"대학(원)생,기타",미혼,A04-01,A06-01
10664,19132,M,20000827,대학(원)생,미혼,A04-01,A06-01
10665,7885,F,20000828,"대학(원)생,근로자",미혼,A04-01,A06-01
10666,11184,M,20000828,대학(원)생,미혼,A04-01,A06-01
10667,18993,M,20000828,대학(원)생,미혼,A04-01,A06-01
10668,26196,F,20000828,구직자,미혼,A04-02,A06-01
10669,11517,M,20000829,구직자,미혼,A04-02,A06-01
10670,12820,M,20000829,기타,미혼,A04-00,A06-01
10671,20010,M,20000829,대학(원)생,미혼,A04-01,A06-01
10672,12753,F,20000830,프리랜서,미혼,A04-07,A06-01
10673,14531,F,20000830,기타,미혼,A04-00,A06-01
10674,15956,F,20000830,기타,미혼,A04-00,A06-01
10675,15957,F,20000830,기타,미혼,A04-00,A06-01
10676,21319,M,20000830,근로자,기혼,A04-03,A06-02
10677,23667,M,20000830,False,,A04-00,A06-00
10678,8019,F,20000831,"대학(원)생,구직자",미혼,A04-01,A06-01
10679,20157,M,20000831,"근로자,기타",미혼,A04-03,A06-01
10680,6550,M,20000901,기타,미혼,A04-00,A06-01
10681,17132,M,20000901,대학(원)생,미혼,A04-01,A06-01
10682,17874,F,20000901,근로자,미혼,A04-03,A06-01
10683,17875,F,20000901,근로자,미혼,A04-03,A06-01
10684,28296,F,20000901,대학(원)생,미혼,A04-01,A06-01
10685,6823,F,20000902,"구직자,프리랜서,기타",미혼,A04-02,A06-01
10686,6824,F,20000902,"구직자,프리랜서,기타",미혼,A04-02,A06-01
10687,11321,M,20000902,False,,A04-00,A06-00
10688,17583,F,20000902,대학(원)생,미혼,A04-01,A06-01
10689,17659,M,20000903,"대학(원)생,구직자",미혼,A04-01,A06-01
10690,19005,M,20000903,대학(원)생,미혼,A04-01,A06-01
10691,20916,F,20000903,구직자,미혼,A04-02,A06-01
10692,22284,F,20000903,기타,미혼,A04-00,A06-01
10693,24269,M,20000903,대학(원)생,미혼,A04-01,A06-01
10694,10915,M,20000904,대학(원)생,미혼,A04-01,A06-01
10695,15417,M,20000904,구직자,미혼,A04-02,A06-01
10696,15601,M,20000904,대학(원)생,미혼,A04-01,A06-01
10697,16946,M,20000904,기타,미혼,A04-00,A06-01
10698,27016,M,20000904,구직자,미혼,A04-02,A06-01
10699,16528,M,20000905,대학(원)생,미혼,A04-01,A06-01
10700,18450,M,20000905,"근로자,기타",미혼,A04-03,A06-01
10701,18832,M,20000905,"대학(원)생,근로자",미혼,A04-01,A06-01
10702,21407,M,20000905,기타,미혼,A04-00,A06-01
10703,22861,M,20000905,대학(원)생,미혼,A04-01,A06-01
10704,8586,F,20000906,근로자,미혼,A04-03,A06-01
10705,8714,M,20000906,False,미혼,A04-00,A06-01
10706,21542,M,20000906,기타,,A04-00,A06-00
10707,26998,M,20000906,"예비창업자,프리랜서",미혼,A04-04,A06-01
10708,13281,M,20000907,기타,미혼,A04-00,A06-01
10709,15223,M,20000907,기타,미혼,A04-00,A06-01
10710,27856,F,20000907,"대학(원)생,근로자",미혼,A04-01,A06-01
10711,21087,F,20000908,대학(원)생,미혼,A04-01,A06-01
10712,21448,F,20000908,프리랜서,미혼,A04-07,A06-01
10713,6294,M,20000909,기타,미혼,A04-00,A06-01
10714,16880,F,20000909,근로자,미혼,A04-03,A06-01
10715,20646,M,20000909,"근로자,기타",미혼,A04-03,A06-01
10716,22985,M,20000909,구직자,미혼,A04-02,A06-01
10717,7931,F,20000910,대학(원)생,미혼,A04-01,A06-01
10718,14169,F,20000911,근로자,,A04-03,A06-00
10719,15228,F,20000911,근로자,미혼,A04-03,A06-01
10720,6673,M,20000912,"근로자,기타",미혼,A04-03,A06-01
10721,16519,F,20000912,대학(원)생,미혼,A04-01,A06-01
10722,16930,F,20000912,대학(원)생,미혼,A04-01,A06-01
10723,24435,F,20000912,"프리랜서,기타",미혼,A04-07,A06-01
10724,8102,M,20000913,대학(원)생,미혼,A04-01,A06-01
10725,10429,M,20000913,기타,미혼,A04-00,A06-01
10726,16674,M,20000913,대학(원)생,미혼,A04-01,A06-01
10727,23508,F,20000913,대학(원)생,미혼,A04-01,A06-01
10728,25556,M,20000913,기타,미혼,A04-00,A06-01
10729,5516,M,20000914,구직자,미혼,A04-02,A06-01
10730,14637,M,20000914,대학(원)생,미혼,A04-01,A06-01
10731,14753,M,20000914,구직자,미혼,A04-02,A06-01
10732,19903,M,20000914,대학(원)생,미혼,A04-01,A06-01
10733,21094,M,20000914,프리랜서,미혼,A04-07,A06-01
10734,27401,M,20000914,대학(원)생,미혼,A04-01,A06-01
10735,8914,F,20000915,"구직자,근로자",미혼,A04-02,A06-01
10736,11146,M,20000915,구직자,미혼,A04-02,A06-01
10737,12475,F,20000915,구직자,미혼,A04-02,A06-01
10738,13316,F,20000915,구직자,미혼,A04-02,A06-01
10739,27079,M,20000915,구직자,미혼,A04-02,A06-01
10740,17792,M,20000916,대학(원)생,미혼,A04-01,A06-01
10741,17837,M,20000916,대학(원)생,미혼,A04-01,A06-01
10742,19397,M,20000916,"대학(원)생,기타",미혼,A04-01,A06-01
10743,26545,M,20000916,기타,미혼,A04-00,A06-01
10744,6113,F,20000917,대학(원)생,미혼,A04-01,A06-01
10745,12101,M,20000918,"대학(원)생,기타",미혼,A04-01,A06-01
10746,13829,M,20000918,프리랜서,미혼,A04-07,A06-01
10747,20389,F,20000918,대학(원)생,미혼,A04-01,A06-01
10748,5036,F,20000919,"구직자,근로자",미혼,A04-02,A06-01
10749,7126,M,20000919,대학(원)생,미혼,A04-01,A06-01
10750,11247,M,20000919,"구직자,예비창업자,기타",미혼,A04-02,A06-01
10751,16143,M,20000919,대학(원)생,미혼,A04-01,A06-01
10752,17247,M,20000919,기타,미혼,A04-00,A06-01
10753,24494,M,20000919,근로자,미혼,A04-03,A06-01
10754,25718,F,20000919,기타,미혼,A04-00,A06-01
10755,25942,M,20000919,구직자,미혼,A04-02,A06-01
10756,5199,F,20000920,"대학(원)생,구직자",미혼,A04-01,A06-01
10757,7470,F,20000920,구직자,미혼,A04-02,A06-01
10758,12732,F,20000920,근로자,미혼,A04-03,A06-01
10759,17138,M,20000920,대학(원)생,미혼,A04-01,A06-01
10760,17325,M,20000920,대학(원)생,미혼,A04-01,A06-01
10761,18682,F,20000920,구직자,미혼,A04-02,A06-01
10762,13836,F,20000921,구직자,미혼,A04-02,A06-01
10763,15092,F,20000921,구직자,미혼,A04-02,A06-01
10764,23775,F,20000921,구직자,미혼,A04-02,A06-01
10765,11711,F,20000922,"구직자,근로자",미혼,A04-02,A06-01
10766,15199,M,20000922,구직자,미혼,A04-02,A06-01
10767,18946,M,20000922,구직자,미혼,A04-02,A06-01
10768,21531,F,20000922,구직자,미혼,A04-02,A06-01
10769,26604,M,20000922,대학(원)생,미혼,A04-01,A06-01
10770,7146,F,20000923,대학(원)생,미혼,A04-01,A06-01
10771,7980,F,20000923,대학(원)생,미혼,A04-01,A06-01
10772,10368,F,20000923,"구직자,근로자",미혼,A04-02,A06-01
10773,14421,F,20000923,대학(원)생,미혼,A04-01,A06-01
10774,15279,M,20000923,"대학(원)생,기타",미혼,A04-01,A06-01
10775,23832,F,20000923,기타,미혼,A04-00,A06-01
10776,27316,M,20000923,근로자,미혼,A04-03,A06-01
10777,6787,M,20000924,대학(원)생,미혼,A04-01,A06-01
10778,14368,M,20000924,기타,,A04-00,A06-00
10779,19569,M,20000925,대학(원)생,,A04-01,A06-00
10780,20158,F,20000925,대학(원)생,,A04-01,A06-00
10781,21539,M,20000925,대학(원)생,미혼,A04-01,A06-01
10782,23677,F,20000925,프리랜서,미혼,A04-07,A06-01
10783,17545,M,20000926,대학(원)생,미혼,A04-01,A06-01
10784,25889,M,20000926,대학(원)생,미혼,A04-01,A06-01
10785,6629,F,20000927,기타,미혼,A04-00,A06-01
10786,7856,F,20000927,"대학(원)생,구직자,근로자",미혼,A04-01,A06-01
10787,8734,F,20000927,False,,A04-00,A06-00
10788,12077,M,20000927,"대학(원)생,구직자,기타",미혼,A04-01,A06-01
10789,17334,M,20000927,구직자,미혼,A04-02,A06-01
10790,21229,M,20000927,기타,미혼,A04-00,A06-01
10791,23938,M,20000927,기업인/소상공인,미혼,A04-05,A06-01
10792,27117,M,20000927,기타,,A04-00,A06-00
10793,24489,F,20000928,구직자,미혼,A04-02,A06-01
10794,8074,F,20000929,대학(원)생,미혼,A04-01,A06-01
10795,8960,F,20000929,구직자,미혼,A04-02,A06-01
10796,21689,M,20000929,대학(원)생,미혼,A04-01,A06-01
10797,23460,M,20000929,대학(원)생,미혼,A04-01,A06-01
10798,23806,F,20000929,근로자,미혼,A04-03,A06-01
10799,10722,M,20000930,대학(원)생,,A04-01,A06-00
10800,16399,M,20000930,대학(원)생,미혼,A04-01,A06-01
10801,23291,M,20000930,대학(원)생,미혼,A04-01,A06-01
10802,25473,F,20000930,기타,미혼,A04-00,A06-01
10803,27743,M,20000930,대학(원)생,미혼,A04-01,A06-01
10804,7822,F,20001002,대학(원)생,미혼,A04-01,A06-01
10805,13469,M,20001002,구직자,미혼,A04-02,A06-01
10806,18736,F,20001002,기타,미혼,A04-00,A06-01
10807,19472,F,20001002,"대학(원)생,구직자",미혼,A04-01,A06-01
10808,25771,F,20001002,"대학(원)생,근로자,예비창업자",미혼,A04-01,A06-01
10809,27621,M,20001002,기타,미혼,A04-00,A06-01
10810,14365,M,20001003,근로자,미혼,A04-03,A06-01
10811,15219,M,20001003,"예비창업자,기타",미혼,A04-04,A06-01
10812,15425,F,20001003,"대학(원)생,구직자",미혼,A04-01,A06-01
10813,17993,M,20001003,대학(원)생,미혼,A04-01,A06-01
10814,5369,M,20001004,"대학(원)생,구직자,프리랜서",미혼,A04-01,A06-01
10815,11588,M,20001004,"대학(원)생,예비창업자,기업인/소상공인",미혼,A04-01,A06-01
10816,17585,M,20001004,대학(원)생,미혼,A04-01,A06-01
10817,21104,M,20001004,"근로자,예비창업자",미혼,A04-03,A06-01
10818,11749,F,20001005,대학(원)생,미혼,A04-01,A06-01
10819,11806,M,20001005,기타,미혼,A04-00,A06-01
10820,13240,M,20001005,구직자,미혼,A04-02,A06-01
10821,13669,M,20001005,구직자,미혼,A04-02,A06-01
10822,15813,F,20001005,대학(원)생,미혼,A04-01,A06-01
10823,23476,F,20001005,기타,미혼,A04-00,A06-01
10824,24988,M,20001005,기타,미혼,A04-00,A06-01
10825,26374,M,20001005,대학(원)생,미혼,A04-01,A06-01
10826,26846,F,20001005,대학(원)생,미혼,A04-01,A06-01
10827,18218,F,20001006,근로자,미혼,A04-03,A06-01
10828,18879,M,20001006,근로자,미혼,A04-03,A06-01
10829,21510,F,20001006,대학(원)생,미혼,A04-01,A06-01
10830,22434,F,20001006,대학(원)생,미혼,A04-01,A06-01
10831,7839,F,20001007,대학(원)생,미혼,A04-01,A06-01
10832,24518,M,20001007,구직자,미혼,A04-02,A06-01
10833,5243,F,20001008,대학(원)생,미혼,A04-01,A06-01
10834,10818,M,20001008,구직자,미혼,A04-02,A06-01
10835,17164,F,20001008,대학(원)생,미혼,A04-01,A06-01
10836,9934,M,20001009,기타,미혼,A04-00,A06-01
10837,18431,F,20001009,근로자,미혼,A04-03,A06-01
10838,18536,M,20001009,기타,미혼,A04-00,A06-01
10839,23798,M,20001009,기타,미혼,A04-00,A06-01
10840,7905,M,20001010,대학(원)생,미혼,A04-01,A06-01
10841,8041,F,20001010,"대학(원)생,기업인/소상공인",미혼,A04-01,A06-01
10842,14303,F,20001010,구직자,미혼,A04-02,A06-01
10843,7405,F,20001011,기타,미혼,A04-00,A06-01
10844,21092,M,20001011,기타,미혼,A04-00,A06-01
10845,26445,F,20001011,근로자,미혼,A04-03,A06-01
10846,16867,M,20001012,대학(원)생,미혼,A04-01,A06-01
10847,24620,M,20001012,대학(원)생,미혼,A04-01,A06-01
10848,10828,M,20001013,대학(원)생,미혼,A04-01,A06-01
10849,23040,F,20001013,대학(원)생,미혼,A04-01,A06-01
10850,17145,F,20001014,대학(원)생,미혼,A04-01,A06-01
10851,17146,F,20001014,대학(원)생,미혼,A04-01,A06-01
10852,17455,F,20001014,근로자,미혼,A04-03,A06-01
10853,22559,F,20001014,기타,미혼,A04-00,A06-01
10854,26789,M,20001014,기타,미혼,A04-00,A06-01
10855,7711,F,20001015,대학(원)생,미혼,A04-01,A06-01
10856,9249,M,20001015,구직자,미혼,A04-02,A06-01
10857,22509,M,20001015,기타,미혼,A04-00,A06-01
10858,7964,M,20001016,대학(원)생,미혼,A04-01,A06-01
10859,11141,F,20001017,대학(원)생,미혼,A04-01,A06-01
10860,13167,M,20001017,근로자,미혼,A04-03,A06-01
10861,27281,F,20001017,기타,미혼,A04-00,A06-01
10862,27661,M,20001017,대학(원)생,미혼,A04-01,A06-01
10863,5208,F,20001018,대학(원)생,미혼,A04-01,A06-01
10864,13123,F,20001018,대학(원)생,미혼,A04-01,A06-01
10865,25904,M,20001018,프리랜서,미혼,A04-07,A06-01
10866,5224,F,20001019,대학(원)생,미혼,A04-01,A06-01
10867,8191,F,20001019,"구직자,기타",미혼,A04-02,A06-01
10868,16792,F,20001019,대학(원)생,미혼,A04-01,A06-01
10869,18110,M,20001019,프리랜서,미혼,A04-07,A06-01
10870,27601,M,20001019,기업인/소상공인,미혼,A04-05,A06-01
10871,10021,F,20001020,대학(원)생,미혼,A04-01,A06-01
10872,10845,M,20001020,기타,미혼,A04-00,A06-01
10873,28088,M,20001020,기타,,A04-00,A06-00
10874,25028,M,20001021,근로자,미혼,A04-03,A06-01
10875,9380,M,20001022,근로자,미혼,A04-03,A06-01
10876,22646,F,20001022,구직자,미혼,A04-02,A06-01
10877,25198,F,20001022,"근로자,기타",미혼,A04-03,A06-01
10878,8201,F,20001023,"대학(원)생,근로자",미혼,A04-01,A06-01
10879,10794,M,20001023,"대학(원)생,기타",미혼,A04-01,A06-01
10880,20065,M,20001023,"대학(원)생,근로자",미혼,A04-01,A06-01
10881,21995,F,20001023,대학(원)생,미혼,A04-01,A06-01
10882,7726,M,20001024,대학(원)생,미혼,A04-01,A06-01
10883,12979,M,20001024,근로자,미혼,A04-03,A06-01
10884,25492,M,20001024,근로자,미혼,A04-03,A06-01
10885,26625,M,20001024,근로자,미혼,A04-03,A06-01
10886,9865,F,20001025,"근로자,예비창업자",미혼,A04-03,A06-01
10887,11048,M,20001025,기타,미혼,A04-00,A06-01
10888,26661,F,20001025,구직자,미혼,A04-02,A06-01
10889,14830,M,20001026,대학(원)생,미혼,A04-01,A06-01
10890,17603,M,20001026,False,,A04-00,A06-00
10891,9112,F,20001027,대학(원)생,미혼,A04-01,A06-01
10892,11457,M,20001027,대학(원)생,미혼,A04-01,A06-01
10893,17169,F,20001027,구직자,미혼,A04-02,A06-01
10894,19694,M,20001027,대학(원)생,미혼,A04-01,A06-01
10895,27966,F,20001027,구직자,미혼,A04-02,A06-01
10896,7721,F,20001028,"대학(원)생,구직자",미혼,A04-01,A06-01
10897,16731,F,20001028,구직자,미혼,A04-02,A06-01
10898,19265,F,20001028,근로자,기혼,A04-03,A06-02
10899,19349,M,20001028,"대학(원)생,근로자",미혼,A04-01,A06-01
10900,28480,F,20001028,대학(원)생,미혼,A04-01,A06-01
10901,12921,F,20001029,대학(원)생,미혼,A04-01,A06-01
10902,14491,M,20001029,기타,미혼,A04-00,A06-01
10903,24155,M,20001029,근로자,미혼,A04-03,A06-01
10904,14622,F,20001030,근로자,미혼,A04-03,A06-01
10905,17008,F,20001030,기타,미혼,A04-00,A06-01
10906,25385,M,20001030,구직자,미혼,A04-02,A06-01
10907,8080,M,20001031,대학(원)생,미혼,A04-01,A06-01
10908,10993,F,20001031,근로자,미혼,A04-03,A06-01
10909,12200,F,20001031,"대학(원)생,구직자",미혼,A04-01,A06-01
10910,18418,F,20001031,기타,미혼,A04-00,A06-01
10911,20677,M,20001031,기타,미혼,A04-00,A06-01
10912,5501,M,20001101,"구직자,근로자,프리랜서,기타",미혼,A04-02,A06-01
10913,16251,M,20001101,대학(원)생,미혼,A04-01,A06-01
10914,17620,M,20001101,대학(원)생,미혼,A04-01,A06-01
10915,19176,F,20001101,기타,미혼,A04-00,A06-01
10916,20780,M,20001101,대학(원)생,미혼,A04-01,A06-01
10917,21861,M,20001101,기타,미혼,A04-00,A06-01
10918,26685,F,20001101,근로자,미혼,A04-03,A06-01
10919,12143,M,20001102,"대학(원)생,구직자",미혼,A04-01,A06-01
10920,17157,M,20001102,대학(원)생,미혼,A04-01,A06-01
10921,17879,M,20001102,대학(원)생,미혼,A04-01,A06-01
10922,11543,M,20001103,근로자,미혼,A04-03,A06-01
10923,12865,M,20001103,기타,미혼,A04-00,A06-01
10924,14500,F,20001103,대학(원)생,미혼,A04-01,A06-01
10925,16292,F,20001104,기타,미혼,A04-00,A06-01
10926,13170,M,20001105,대학(원)생,미혼,A04-01,A06-01
10927,18506,F,20001105,"대학(원)생,예비창업자,기타",미혼,A04-01,A06-01
10928,22088,F,20001105,기타,미혼,A04-00,A06-01
10929,6776,F,20001106,근로자,미혼,A04-03,A06-01
10930,7014,M,20001106,구직자,미혼,A04-02,A06-01
10931,13204,M,20001106,"근로자,기타",미혼,A04-03,A06-01
10932,16937,M,20001106,대학(원)생,미혼,A04-01,A06-01
10933,19099,F,20001106,대학(원)생,미혼,A04-01,A06-01
10934,22324,M,20001106,대학(원)생,미혼,A04-01,A06-01
10935,26494,M,20001106,기타,미혼,A04-00,A06-01
10936,27332,F,20001106,구직자,미혼,A04-02,A06-01
10937,27382,M,20001106,"대학(원)생,근로자",미혼,A04-01,A06-01
10938,5335,M,20001107,구직자,미혼,A04-02,A06-01
